# gapseq version: 1.4.0
# Sequence DB md5sum: ae174b5 (2025-12-01, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-9633	3-oxo-stearoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_O54438	52.191	7.77e-70	229	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323148	1322414	|PWY-5989|	good_blast	NA	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9634	(3R)-3-hydroxyoctadecanoyl-[acyl-carrier protein] dehydratase	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_Q0BTL1	66.667	1.69e-61	202	83	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	779392	779814	|PWY-5989|	good_blast	NA	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9635	trans-octadec-2-enoyl-[acyl-carrier-protein] reductase	1.3.1.9		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5989|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9635	trans-octadec-2-enoyl-[acyl-carrier-protein] reductase	1.3.1.9		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5989|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9635	trans-octadec-2-enoyl-[acyl-carrier-protein] reductase	1.3.1.9		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5989|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9635	trans-octadec-2-enoyl-[acyl-carrier-protein] reductase	1.3.1.9		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5989|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9635	trans-octadec-2-enoyl-[acyl-carrier-protein] reductase	1.3.1.9		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWY-5989|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9548	acyl-[acp] thioesterase (fatty acyl-[acyl-carrier-protein] hydrolase FatB)	3.1.2.14	NA									|PWY-5989|	no_blast	NA	rxn06033 rxn06251 rxn06556 rxn08433 rxn08434 rxn08435 rxn08436 rxn08437 rxn08438 rxn09454 rxn09456 rxn11699 rxn17803 rxn21082 rxn23283 rxn23301 rxn23315 rxn24506 rxn25653 rxn25656 rxn25660 rxn27551 rxn28229 rxn34722 rxn34724 rxn37723 rxn37726 	NA	0	NA
RXN-16380	long-chain-fatty-acid-CoA ligase (long-chain acyl-CoA synthetase 9)	6.2.1.3	NA									|PWY-5989|	no_blast	NA	rxn00873 rxn00947 rxn05247 rxn05248 rxn05249 rxn05250 rxn05251 rxn05252 rxn05736 rxn05830 rxn08448 rxn08449 rxn08450 rxn08451 rxn08452 rxn08453 rxn08454 rxn08455 rxn08456 rxn08457 rxn09444 rxn09447 rxn09449 rxn09452 rxn09453 rxn10019 rxn10020 rxn10021 rxn10404 rxn10405 rxn10406 rxn10407 rxn10408 rxn10409 rxn12282 rxn19057 rxn19246 rxn20045 rxn23118 rxn23149 rxn23286 rxn24510 rxn25762 rxn27677 rxn28138 rxn28170 rxn32436 rxn33911 rxn33912 rxn33913 rxn33914 rxn33915 rxn33916 rxn33917 rxn33918 rxn33919 rxn33920 rxn33921 rxn37323 rxn37324 rxn38975 rxn38976 rxn38977 	NA	0	NA
RXN66-614	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-614	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-614	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-614	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-614	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-616	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-616	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-616	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-616	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-616	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-617	trans-2,3-dehydroacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.86/2.3.1.85		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn03515 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05351 rxn05352 rxn05354 rxn05355 rxn05356 rxn05357 rxn05465 rxn06033 rxn06876 rxn15527 rxn19693 rxn31255 	NA	0	1
RXN66-617	trans-2,3-dehydroacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.86/2.3.1.85		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5994|	good_blast	threshold	rxn03515 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05351 rxn05352 rxn05354 rxn05355 rxn05356 rxn05357 rxn05465 rxn06033 rxn06876 rxn15527 rxn19693 rxn31255 	NA	0	1
RXN66-617	trans-2,3-dehydroacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.86/2.3.1.85		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn03515 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05351 rxn05352 rxn05354 rxn05355 rxn05356 rxn05357 rxn05465 rxn06033 rxn06876 rxn15527 rxn19693 rxn31255 	NA	0	1
RXN66-617	trans-2,3-dehydroacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.86/2.3.1.85		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn03515 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05351 rxn05352 rxn05354 rxn05355 rxn05356 rxn05357 rxn05465 rxn06033 rxn06876 rxn15527 rxn19693 rxn31255 	NA	0	1
RXN66-617	trans-2,3-dehydroacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.86/2.3.1.85		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWY-5994|	good_blast	threshold	rxn03515 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05351 rxn05352 rxn05354 rxn05355 rxn05356 rxn05357 rxn05465 rxn06033 rxn06876 rxn15527 rxn19693 rxn31255 	NA	0	1
RXN66-618	3-oxoacyl-[acp] synthase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-618	3-oxoacyl-[acp] synthase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-618	3-oxoacyl-[acp] synthase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-618	3-oxoacyl-[acp] synthase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-618	3-oxoacyl-[acp] synthase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-619	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-619	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-619	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-619	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-619	3-oxoacyl-[acp] reductase (type I fatty acid synthase)	2.3.1.85/2.3.1.86		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-620	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_O24990	54.150	1.06e-90	290	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-620	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
RXN66-620	(3R)-3-hydroxyacyl-[acp] dehydratase (hydroxyacyl-thioester dehydratase type 2)	2.3.1.85/2.3.1.86		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWY-5994|	good_blast	threshold	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	1
